index,comment,n_star,date_time,label
1272,"Sản phẩm dùng ổn áp trong tầm giá, hiếm khi lại thấy máy giá rẻ của ss đc trang bị chip set SG439. Máy nhỏ gọn, cằm nắm, bỏ túi dễ dàng ( 2020 nhưng mình lại rất thích smart phone có màn nhỏ như v ) và vì nhỏ nên hiển thị sẽ ít bị rỗ. Camera sau tạm được nhưng cam trước hơi nhòe ( mình b trong tầm giá này ko đòi hỏi đc thêm nên chấp nhận đc ). Pin 3k tưởng chừng ít nhưng vẫn dùng đủ đối vs cá nhân mình trong 1 ngày, sạc cũng kha khá ( nên dùng củ sạc ngoài 2A vì sạc theo máy chỉ 1A ). Cấu hình vẫn ổn để chiến game mặc dù ko mượt mà lắm, đc cái tối ưu tốt nên lúc chơi game ko nóng máy. Loa khá to và rõ, mình bật max âm mà vẫn ko bị rè như mấy bạn khác nói, lại còn có cả Dolby Atmos thì tuyệt vời. HĐH thân thiện, dễ sd và đc chạy sẵn android 10 nên rất thích luôn ( thay đổi ko nhiều nhưng ổn định ). Nói chung hài lòng vs số tiền mình bỏ ra.",5,23/03/2020,{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
1273,"Hàng kém chất lượng, vừa đi bảo hành 5 ngày về thì may vẫn bị như chưa bảo hành. Thật tệ",2,1 tuần trước,{GENERAL#Negative};{SER&ACC#Negative};
1274,"giá hơi cao nhưng bù lại chất lượng ok, tiền nào của nấy, đáng để mua, sẽ tiếp tục ủng hộ",5,4 tuần trước,{PRICE#Negative};{GENERAL#Positive};
1275,"Mua được 4 tháng xài ok chưa thấy lỗi, nói chung là tốt hài lòng,nhân viên ok thanks tgdd",4,7/9/2018,{GENERAL#Positive};{SER&ACC#Positive};
1276,Nay mới có thời gian ra thế giới di động mua iphone 11 pro max hỗ trợ rất nhanh nhân viên rất nhiệt tình,5,9/11/2019,{SER&ACC#Positive};
1277,"Mua được 3 tháng. Máy im như mới. Pin còn 99.
Mọi tác vụ đều ok.!
Camera chụp ảnh quá tuyệt!
Game mượt khỏi chê!
Quyết định đúng khi mua!!!",5,1/7/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1278,"mẫu này đẹp , mỏng, sài hơi bị chất nhé/ đặc biệt là cây bút, được tích hợp những tính năng mới , rất hữu ích cho công việc và cuộc sống nhé . vì sAO TÔI CHỌN MÁY NÀY VÌ T THÍCH NÓ 
i love samsung",5,29/08/2019,{FEATURES#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1279,Vân tay quá tệ. Màn hinh tự thoát ra khi xem youtube.khe sim lúc ăn lúc ko.chán,1,21/09/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};
1280,"Máy vừa lên Andoird 10, camera đẹp,vân tay và khuôn mặt nhanh, chip Media Tek Hello P70 quá mạnh, sạc nhanh voice quá nhanh,  Mình rất thích.",5,3 tuần trước,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1281,Máy rất tốt sạc nhanh nên ko lo về pin và như cầu giải trí nhẹ nên máy hoạt động rất mượt và OK nếu có dịp sẽ ghé TGDD nữa ạ!,5,3 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1282,Sp rất tuyệt vời chơi game lướt web tât cả đều mượt. Chụp hình đẹp màu rất bắt mắt,5,9/8/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1283,Mới mua 6 Tháng Mà Nút Âm Lượng Bị Kẹt Cả 2 Nút Giảm Âm Tăng Âm Lượng  Đánh Giá thấp cho Oppo,1,23/06/2020,{DESIGN#Negative};{SER&ACC#Negative};
1284,"Nói chung máy khá ổn so với tầm giá. Mình chỉ chơi game ít chụp hình đánh giá sơ cả 2 điều ổn. Kg nóng máy chơi game mượt mà.  Thích màn cong
Mn tranh thủ mua khi giảm giá. Ai đợi giảm xuống 6-7 tr thì chắc hơi khó rồi",4,10/5/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1285,"Máy pin cực trâu. Mk chơi pubg gần 2h mà máy ko nóng chỉ ấm ấm thôi. Ai chơi game nên xúc e này, rẻ mà chất.",5,12/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
1286,"Điện thoại chậm như con rùa bò, không tương thích với ứng dụng Google và My Viettel.",1,21/03/2020,{PERFORMANCE#Negative};
1287,"Máy mua về dùng chưa được 1 tháng đã bị giật, đơ , lag , dù mình đã đóng hết các ứng dụng chạy ngầm, đúng là máy tàu chỉ có vậy thôi",1,29/05/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};
1288,"Mua được gần 2 tháng lúc đầu sài tốt nhưng vừa cập nhật lại thì wifi thì yếu, sim Viettel 4G không lên được, pin hao nhanh, và bị nóng, loa thì bị tụt âm lượng, vô Facebook Youtube game thì đôi lúc bị ra ngoài, thật đáng thất vọng.",3,1/1/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
1289,"vừa mua sáng nay , cảm nhận ban đầu rất tốt , mát và mượt . đc chị nhân viên tư vấn rất nhiệt tình . cảm ơn điện máy xanh ạ",5,28/05/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1290,"Vừa sử dụng ít hôm mình thấy thế này.
 -Pin dung lượng khá nhưng nếu bạn nào kết nối tai nghe và đồng hồ qua blut mà k dùng thì pin vẫn tụt khá nhanh.
 -Về lỗ sạt thì cắm vào cảm giác nó khá lỏng
- cảm biến vân tay thì nhận dạng không đc mượt cho lắm",3,10/2/2020,{FEATURES#Negative};{BATTERY#Neutral};{DESIGN#Negative};
1291,Mới mua được hôm tôi cảm thấy cx rất tốt ạ.chơi game cx mượt nhưng tôi cảm thấy sự phục vụ của nhân viên TGDD rất tốt,5,30/07/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1292,"Mọi thứ Tạm ổn trong tầm giá , con chip 665 chạy  trình duyệt không được mượt như quảng cáo.",2,15/06/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Neutral};
1293,"So với tầm trung cùng phân khúc thì samsung ngon hơn ,
Hay đơ , treo loa v.v...
Ko vừa long",1,4/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1294,"Đĩnh của công nghệ, iphone 7 plus chơi game mượt mà, camera chụp đẹp , wifi bắt sóng rất tốt...",5,9/6/2017,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1295,Gần 1tháng trk t thấy pin k trâu mấy còn nhung cái khác thj cug ok chỉ thấy pin k trâu j mấy redmi thuoc thể loi pin trâu mà t thấy pin k trâu j mấy,3,5/4/2020,{BATTERY#Negative};{GENERAL#Neutral};
1296,"Máy mượt, pin cũng trâu nhưng không hiểu sau khi cài nhạc ở mp3 làm nhạc chuông rồi khoảng 2-3 ngày là máy tự động mất nhạc chuông thay vào đó là nhạc chuông mặc định của điện thoại .Mặc dù không tắt nguồn và không khởi động lại . có thử cài lại nhưng vẫn bị lại tình trạng trên. Còn ngoài ra là thấy máy khá ổn .",4,1/8/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1297,"mới mua lúc mới ra nay giảm chỉ con 13290 ss rớt giá thê thảm  , xài cg ok pin it lên mạng xài tầm dc 2ngay ,cảm ứng như nhiu ng đánh giá là k nhạy ,điểm này hơi tệ phần chụp hình m thích dòng củ hơn j7 ro 7prime j8 chụp m thich hơn cá nhân m cảm thấy như z",4,22/03/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{PRICE#Negative};{GENERAL#Neutral};
1298,"máy nhanh mạnh , thiêt kế đẹp , chụp hình xóa phông đẹp không bị lem , lúc đầu tưởng face id bất tiện nhưng rất tiện lợi",5,3/1/2019,{CAMERA#Positive};{FEATURES#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};
1299,"máy xài mượt, không nóng máy, pin bền, xem phim sắc nét, chơi game ổn, chụp hình tạm ổn, thời trang, nói chung với giá tiền này xài rất đáng.",5,26/11/2019,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1300,"Mình mới mua tặng Ba, thấy mọi thứ khá ổn đinh, to pin trâu. xài mượt Ba khá ưng ý :D",5,1 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1301,Điện thoại sài vân tay đúng tệ. Mua được nữa năm chơi game thì ngày càng lag. Mở bong bóng zalo vs face nhắn tin thì giật giật kinh khủng. Quá tệ.,2,9/5/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1302,"thật sự phải nói chiếc vivo u10 này quá ngon.Dưới 4 triệu mà có quá nhiều thứ ngon như con chip snap 665,pin 5000 mah có sạc nhanh 18W.Nói chung mọi người nên mua máy này",5,28/12/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1303,Ok...  màn hình to. Xem phim ok.. sang chảnh . Sạc pin nhanh ok.. pin trâu.. nói chung là hài lòng.. nhân viên tgdd nhiệt tình.. tuyệt vời...@@,4,7/10/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1304,"Có thể nói đây là best choice trong tầm giá, hơn hẳn những thương hiệu khác cùng phân khúc. Màn hình to, MIUI 11 hiệu ứng và độ mượt cao và ngày càng hoàn thiện hơn sau 2 bản cập nhật. Pin trâu khỏi nói, trung bình 9-10h onscreen, bộ 4 camera đa tính năng và thu sáng tốt, AI nhiều chế độ khác nhau. Theo Mi 4 năm và luôn hài lòng",5,21/04/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1305,Đổi 3 lần rồi mic nói làm người nghe nghe không rõ. Đổi nhiều cảm thấy ngại luôn. Đổi điện thoại khác thì bị mất 20% 😥😥😥,1,6/3/2020,{FEATURES#Negative};{SER&ACC#Neutral};
1306,Mình dùng được 1 tuần và thấy mọi thứ đều ổn mà nhỉ chẳng bị lỗi gì cả Camera tầm này thì ổn rồi,5,11/4/2020,{CAMERA#Positive};{GENERAL#Positive};
1307,"Sản phẩm rất tốt giá hợp với túi tiền, nhân viên thân thiện, rất hài lòng.Ai có nhu cầu chơi game thì nên mua còn muốn pin trâu thì nên xem các sp khác.",5,19/08/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1308,Có bản update mới rồi . Cải thiện hiệu năng rõ rệt. Tầm 6 triệu thì máy khá tốt.,5,18/04/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1309,"Điện thoại sử dụng rất tốt, chụp ảnh đẹp, pin sài lâu, màu sơn rất bền màu, k bị nổ sơn,mình rất hài lòng khi mua sp này",5,9/9/2018,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
1310,Ok tốt ổn trong tầm giá không tệ như các đánh giá khác mượt pin trâu camera ổn sạc hơi chậm,4,7/7/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1311,"Mọi thứ đều ổn trừ Wifi ra. Bắt wifi rất kém và thường xuyên bị dis wifi. Các máy khác bên cạnh dùng wifi rất ổn, máy mình thì mất wifi liên tục",2,9/11/2019,{FEATURES#Negative};{GENERAL#Positive};
1312,"Mọi thứ đều ok trừ game.mong anh sam sửa lỗi cho người tiêu dùng.như con m20 tui đã và đang sử dụng mới mua ve là bị lỗi cảm ứng suốt mới cập nhật lại giờ đở rồi nhưng cấu hình yếu quá gánh game không nổi.còn a70 thì cũng vậy chán anh sam quá có lẽ sau này tui sẽ về với apple vĩnh biệt anh sam....
Bài viết từ a70 cùi bắp.!",3,6/5/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Negative};
1313,"máy ngon, rất mượt ạ và cấu hình đẹp và rẻ, những anh chị đều rất  tận tâm. Em sẽ cho 5 sao . Em cảm ơn <3 <3",5,16/03/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1314,"Quá tệ, cảm ứng như nhảy loạn xạ, chưa bao giờ mua điện thoại tại tgdd mà thất vọng như vậy",1,10/1/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1315,Sản phẩm rất tốt ạ. Nhưng sao mà nhanh hết pin wa 5000 pin mà sài 10 tiếng đồng hồ đã hết ùi. Không bằng a3s bữa mình mua. còn lại cái gì cx OK. Nhân viên rất zui zẻ và nhiệt tình ạ chấm 10 điểm. Hihi. Mãi ủng hộ TGDD ạ.,5,10/11/2019,{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1316,"Xài rất ngon :))
Máy ko quá nóng khi max setting
Pin lâu,sạc 30W thì khỏi bàn
Cam rõ nét
Đặt biệt nhân viên rất nhiệt tình :)))",5,7/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1317,"Cho mình xin đánh giá về 2 dòng điện thoại 
Oppo reno 4 pro 
Và samsung note 10lite 
Mình đang muốn mua mà chưa biết chọn chiếc nào 
Xin ad đánh giá kỉ về 2 chiếc này giùm",5,1 tuần trước,{OTHERS};
1318,Mới mua và trải nghiệm sau một ngày máy ngoại hình thiết kế khá đẹp mắt camera chụp hình đẹp loa nghe nhạc rất chất sạc pin đầy chỉ tầm 70 phút rất OK nói chung cũng rất đáng mua trong tầm giá dưới 7 triệu game mượt không có hiện tượng lax giật nếu xét trong tầm giá này không có con nào là đối thủ vì,4,15/08/2020,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1319,sau khi mua sài dc 6 tháng thì chơi game như liên quân pubg thì giật lag dc mấy tuần đầu chơi mượt vêg sau thì ngày càng lag khi chơi game,1,26/04/2020,{PERFORMANCE#Neutral};{OTHERS};
1320,"Mới mua trả góp được một ngày. Ngoại hình thấy máy đẹp, chắc chắn. Về cập nhật ngày bản vá mới nhất, tắt chế độ hiệu ứng động, thấy máy rất mượt, cảm ứng nhạy, chơi game với chip 720g rất mượt, không lag. Mình không chụp hình nhiều nhưng cũng chụp thử vài tấm thấy cũng được, chủ yếu lưu lại khoảnh khắc. 
Nhược điểm : cảm ứng vân tay đặt ở cạnh bên hơi bất tiện khi cầm trái tay. Camera trước hơi to, thích kiểu pop-up hơn. Mở khoá cảm ứng thỉnh thoảng không hiển thị icon, chỉ lên hình nền, nhưng làm lại thì được ngay.
Tóm lại với tầm giá chưa tới 6tr thì đây là một máy toàn diện đáng mua tuy có vài lỗi nhỏ. Sắp tới khuyến mãi ai còn lăn tăn thì hãy nhanh tay, với 5,7tr thì quá đáng đồng tiền.",5,13/08/2020,{CAMERA#Neutral};{FEATURES#Positive};{PERFORMANCE#Neutral};{DESIGN#Neutral};{PRICE#Positive};{GENERAL#Neutral};
1321,Mọi thứ đều ok hết trừ 1 cái bị lỗi âm ảnh màn hình.đã đi bảo hành 1 lần rồi. Mới sài đc 1 tuần thì bị lại,1,13/12/2019,{SCREEN#Negative};
1322,"Máy rất tốt trong tầm giá
Camera ổn
Pin trâu sạc nhanh
Cấu hình mượt mà 
Thiết kế đẹp chỉ tiết không dùng màn amoled
Nói tóm lại không có gì để chê",5,5/2/2020,{SCREEN#Neutral};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1323,Máy xài êm. Hết bảo hành rồi. Nhưng vẫn chưa có lỗi gì. Chụp hình xoá phông đẹp khỏi nói.,5,8/9/2018,{CAMERA#Positive};{GENERAL#Positive};{OTHERS};
1324,"Máy dùng rất tốt mượt , pin 5000 mAh dùng rất lâu nhân viên ĐMX phục vụ nhiệt tình và chu đáo",5,19/07/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
1325,"Mới mua hôm qua. Sao máy sài nóng. Nhanh hết pin chơi trận liên quân ko mở loa hết 6,%.chán quá. Giờ lo mua biết làm sao bây giờ.",3,20/05/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};
1326,"Dùng tạm ổn nhưng thực sự mà nói, máy rất kém bền. Mới đánh rơi nhẹ 1 cái thôi mà màn hình máy joy 3 của tôi đã nát bét hết màn hình.
Bây giờ mới đang hs thôi mà báo giá thay mh hết hơn 600k thì tiền đâu mà đủ.",2,19/03/2020,{DESIGN#Negative};{PRICE#Negative};{GENERAL#Neutral};
1327,Sản Phẩm như đb Chơi game pikachu lag hết cả máy . Máy nóng ra . Cầm thì nặng . Pin 5000 mà tưởng pin 2600 . Nãy giờ mình nói Tới con SamSung Galaxy J2 pro còn con này mình không biết Xin cảm ơn Đã đọc....,3,2 tuần trước,{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{OTHERS};
1328,"Thật sự là máy tốt, nhân viên phục vụ tốt, yên tâm, tuy nhiên hơi thất vọng về chính sách khách hàng thân thiết của tgdd, ko biết mang mác khách hàng thân thiết để làm gì, hy vọng tgdd sẽ cải thiện khâu này hơn, nếu không chắc cũng phải làm khách hàng mới của bên khác về sau!",3,30/05/2020,{GENERAL#Positive};{SER&ACC#Neutral};
1329,"Có bị giống không, 10 ngày đầu xài thay pin trâu lắm, xong rồi h nó tuột pin nhanh lắm, nó nhanh hơn mấy hôm trc",3,16/04/2020,{BATTERY#Neutral};{OTHERS};
1330,E lại 1 lần nữa xl phiền đến a chị . Nhưng e thật sự thấy sai lầm khi mua máy này r . E muốn có lời giải đáp . Bắt wifi thì giật . Chơi game như mấy cái máy cùi . Bắn pupg r là liên quân . Freef cũng giật k bắn đc . Mai e pk lên thế giới Di Động coi là chứ e k thể bỏ 5tr ra mà dùng con máy thế này đc,1,26/08/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};
1331,"Máy mới mua , màn hình đẹp , cầm nắm tốt , camera lồi lên cũng nhiều :( chụp thấy hk dc đẹp và sáng lắm vào ban đêm, ban ngày rõ , game chiến đã tay, pin thấy quảng cáo 5000 mà sài cũng bình thường như bao điện thoại khác , phải chi giá còn 4.5 5 tr là ổn :( tiếc mua sớm quá",3,7/4/2020,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Neutral};{PRICE#Negative};{OTHERS};
1332,"noi chung mọi thứ ok trong tầm giá rồi,chỉ bị 1 số lổi vặt của fần mềm thôi,hàng vn còn mới ra mắt nên chưa có kinh nghiệm bằng máy tàu đã lâu rồi,cố gắng nghe người dùng thì sẽ phát triển để cạnh tranh với máy tàu thôi..",5,16/03/2020,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1333,"Mk mua được hàng 1 tuần 
Pin OK 
Game cũng ổn
Mỗi cái khi mk nhắn tin bàn phím tự chỉnh lại chữ khiến mình nhắn tin lúc vội hơi khó chịu chút
Cam trước hơi ảo chút
Vẫn tay nhung nc chung
Theo tâm giá vậy là OK lắm 
Mk cho 4 sao là vì để chờ tg sử dụng xem sao mk sẽ đánh giá tiếp",4,20/06/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1334,Giá trị tốt cho khoản tiền bỏ ra. Cầm chắc tay và mẫu mã đẹp. Sử dụng khá mượt mà.,5,1/5/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1335,Mới mua mà Pin 4500 mà hao quá nhanh. Để qua đêm bay mất 4% trong khi đã tắt hết các ứng dụng chạy ngầm vs mạng kết nối r. Dùng liên tục chắc đc 4h. Thấy thua cả con oppo f9 dùng đc hơn 1 năm r đẻ qua đêm ms hao có 2%- còn lại thì đều ổn máy ko nóng lắm,3,29/02/2020,{BATTERY#Negative};{PERFORMANCE#Neutral};{GENERAL#Positive};
1336,"sài rất oke, có chức năng két nối bluetooth nên đi đường chỉ cần móc coolpad ra nghe gọi rất thoải mái và tiện dụng. Good",5,20/06/2019,{FEATURES#Positive};{GENERAL#Positive};
1337,"Mình mua đc hơn 6 tháng rồi. Lúc đầu nhận diện khuôn mặt và vân tay còn chậm nhưng từ bản update mới nhất thì vấn đề này đã đc xử lý, nhận diện mặt và tay giờ ổn rồi. Còn lại xài êm, không vấn đề gì. Mấy người cứ kéo nhau đánh 1 2 sao không hiểu xài kiểu gì chứ mình thấy hoàn toàn ổn nhé.",5,19/04/2020,{FEATURES#Positive};{OTHERS};
1338,"Máy rất tốt, chơi game OK, lướt web hoặc FB rất mượt, rất đáng với giá tiền mua máy này",5,1/2/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
1339,"Máy Mới mua được 2 ngày, đã bị lỗi sọc màn hình.....................
......
Quá tệ",1,30/04/2020,{SCREEN#Negative};{GENERAL#Positive};
1340,Thái độ bảo hành của nhân viên TGDD và Vivo center cực kì thiếu trách nhiệm. Có tình thoái thác lỗi của nhà sản xuất.,1,19/12/2019,{SER&ACC#Negative};
1341,sản phẩm quá tệ phần mềm thi ko cập nhật pin dc thi sac làm sao ko lẽ cứ rút ra cắm vào sac lai hoài,1,4/6/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
1342,"Pin dùng được khá lâu, máy khá mượt, nhưng loa hơi nhỏ, lúc cần to không được hơi bực; em là người hay sử dụng trình ghi âm nhưng điện thoại này ghi âm bị dè, âm thanh cứ ngắt quãng, rất khó chịu.",3,12/5/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};
1343,"Máy đẹp , để màn 120hz tụt pin hơi nhanh so với note 10+ , nếu để 60hz chắc pin trâu hơn",5,2 tuần trước,{BATTERY#Negative};{DESIGN#Positive};
1344,"Đúng là không thể dậy người có tiền tiêu tiền được?  Với nhưng game thủ thì máy là quá đắt còn với bạn thu nhập trung bình thì dám ngĩ rẻ hơn sẽ mua, nhưng với người có tiền thì như chiếc Vertu nghe gọi họ còn mua huống chi BlackBerry là thương hiệu sánh ngang tầm iPhone . thiết ngĩ có tiền mua gì cũng được 😅😅😅",5,25/10/2019,{PRICE#Negative};{OTHERS};
1345,"Thất vọng, mua hơn tháng đơ máy, màn hình nhảy lung tung. Trả lại TGDD mất toi triệu bạc",1,1/11/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
1346,"Hàng kém chất lượng :))
máy mới mua chưa đầy 1 tháng mà dùng thỉnh thoảng lại bị đơ máy",1,12/3/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
1347,"Công nhận con này pin quá tuyệt vời , máy mượt ổn định trong tầm giá 3tr đánh giá 5 sao cho sp này",5,9/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};
1348,"Sản phẩm này dùng mới thì thích.nhưng sau đó hay đứng máy mặc dù WiFi đã 3 cục
Nhân viên thì thân thiện với khách hàng 
Cảm ơn điện máy Xanh 🥰😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🐠😍😍😍",4,12/9/2019,{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Positive};
1349,"Ngon, mới lấy về lúc ság, từ note 4 lên note 8 thấy cảm giác phê gấp đôi, đợi thời gian nữa xem thế nào",5,17/12/2019,{GENERAL#Positive};{OTHERS};
1350,"Mình mới nhận máy chiều hôm qua, mình hy vọng vào chụp ảnh, nhưng thất vọng tràn trề. Ko xứng với giá tiền bỏ ra.",1,1/1/2020,{CAMERA#Negative};{PRICE#Negative};{OTHERS};
1351,Trước mình dùng sp a72017 được 9 tháng. Màn hình bị chia thành 4 phần sáng tối. Đi bảo hành thì được tl máy bị âm bản do chơi game nhiều. Nên không bảo hành. Tự đi thay màn hình. Về sau mình đổi sp a50s dùng dc 3 tháng cũng bị tương tự. Qua bên đó gười ta cũng không bảo hành. Quá thất vọng với các dòng samsung sau này. Chia tay.,1,24/04/2020,{SCREEN#Negative};{SER&ACC#Negative};
1352,Dùng chán ko đáng 10tr.phòng kín sóng kém 3g ko chạy được nếu 2cột sóng.wefe.kém hơn so máy khac.mua đt nen xem đánh giá trước.nếu tren 4*thi mua dưới moi người ko nen mua.dùng ức chế.,3,3/7/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};
1353,Sài rất ok pin chơi game nhanh hết còn đọc bao lướt face thì dc nguyên ngày chụp hình đẹp,4,27/07/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1354,Chất lượng ảnh sau khi chụp xấu và mờ quá. Khi zoom gần lại hầu như bể nét hình hết à,1,20/09/2019,{CAMERA#Negative};
1355,"cảm giác rất tuyệt vời, ko còn hiện tượng hao pin nữa khi lên ios 12, chơi game thì khỏi chê mặc dù đã sx khá lâu rồi",5,11/5/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1356,"Quá tuyệt vời, chơi liên quân mở full cấu hình được, chơi pubg không giật lag tí nào, chụp hình quay phim thì khỏi phải bàn cải, 5 sao đúng đẳng cấp, nhanh mạnh và mượt mà hết chổ chê, anh em nên mua trải nghiệm nhé, không uổng tiền đâu, công nhận con samsung s20 này của mình chất thật.",5,3 tuần trước,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
1357,Giá tiền như thế này ..con này là ngon rồi... Pin tốt .xem youtube.. Facebook..1 ngày là ok... đợi chờ điều gì khi giá tiền như thế này. mình là người việt một lần ủng hộ hàng vn nha...mình chỉ đánh giá riêng cá nhân mình thôi..,5,23/02/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1358,Máy ram 4 g dùng được từ chất lượng đến giá thành mỗi cái là hình thức hơi Thô .,5,17/04/2020,{PERFORMANCE#Neutral};{DESIGN#Negative};{PRICE#Positive};{GENERAL#Positive};
1359,"Máy  khá  mượt  so với  tầm  giá  vậy  OK rồi  gọi  videos call hình  ảnh  rỏ  âm  thanh  khá  ổn  , máy  đẹp  hợp  thời  trang  nữ  tính  , OK.",3,11/2/2019,{SCREEN#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
1360,"Chuyển từ ip qua Note10+ thật sự rất đáng đồng tiền. Camera chụp hình rất đẹp, sài cả ngày tới tối pin vẫn còn hơn 40%. Chơi game thì mượt mà. Cho 5 sao",5,2/1/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{OTHERS};
1361,Hộp nguyên siêu thanh toán mới được coi máy nên an tâm về chất lượng. Máy đẹp khỏi chê,4,21/09/2018,{DESIGN#Positive};{GENERAL#Positive};
